CO2,TEMP,HUMIDITY,MOISTURE,TEMP_BMP,PRESSURE_BMP,ALT_BMP,TIME(MS)
1173.000000,24.224548,50.813293,244.000000,23.490000,-34.898880,14.7568738860.000000
1113.000000,24.048309,52.294922,267.000000,23.490000,-35.239655,14.75746920870.000000
1092.000000,23.778610,53.205872,257.000000,23.480000,-35.246670,14.75748132880.000000
1164.000000,23.538284,53.968811,294.000000,23.459999,-35.220612,14.75743544890.000000
1098.000000,23.239212,55.075073,251.000000,23.459999,-35.060249,14.75715456900.000000
CO2,TEMP,HUMIDITY,MOISTURE,TEMP_BMP,PRESSURE_BMP,ALT_BMP,TIME(MS)
CO2,TEMP,HUMIDITY,MOISTURE,TEMP_BMP,PRESSURE_BMP,ALT_BMP,TIME(MS)
719.000000,23.498230,48.954773,244.000000,24.129999,-33.551720,14.7545198850.000000
655.000000,23.340683,50.680542,264.000000,24.070000,-33.810341,14.75497020860.000000
656.000000,23.103027,51.776123,251.000000,23.990000,-33.876499,14.75508732871.000000
658.000000,22.886734,52.723694,253.000000,23.950001,-33.877499,14.75508744882.000000
660.000000,22.667770,53.778076,267.000000,23.920000,-33.964706,14.75523956893.000000
658.000000,22.504883,54.333496,250.000000,23.860001,-33.949673,14.75521468903.000000
657.000000,22.352676,54.980469,247.000000,23.809999,-33.948669,14.75521280913.000000
657.000000,22.261887,55.279541,247.000000,23.750000,-33.875496,14.75508592924.000000
CO2,TEMP,HUMIDITY,MOISTURE,TEMP_BMP,PRESSURE_BMP,ALT_BMP,TIME(MS)
690.000000,24.053650,47.895813,286.000000,23.420000,-33.681030,14.7547448853.000000
630.000000,23.730545,49.655151,251.000000,23.389999,-33.794300,14.75494220863.000000
621.000000,23.394089,50.668335,249.000000,23.350000,-33.741173,14.75484932874.000000
615.000000,23.116379,51.605225,247.000000,23.330000,-33.721127,14.75481544884.000000
620.000000,22.729187,52.854919,245.000000,23.309999,-33.825375,14.75499756894.000000
CO2,TEMP,HUMIDITY,MOISTURE,TEMP_BMP,PRESSURE_BMP,ALT_BMP,TIME(MS)
734.000000,23.215179,49.995422,253.000000,22.969999,-32.616421,14.75288310221.000000
672.000000,23.273926,51.414490,251.000000,23.040001,-32.972305,14.75350622232.000000
657.000000,23.087006,52.273560,243.000000,23.110001,-33.020424,14.75359034242.000000
649.000000,22.849350,53.033447,269.000000,23.180000,-33.038467,14.75362146253.000000
648.000000,22.619705,54.011536,268.000000,23.250000,-32.950253,14.75346858263.000000
647.000000,22.464828,54.539490,236.000000,23.299999,-32.804890,14.75321370276.000000
646.000000,22.307281,55.014038,264.000000,23.350000,-32.769806,14.75315282287.000000
644.000000,22.216492,55.343628,247.000000,23.400000,-32.764793,14.75314394297.000000
641.000000,22.104340,55.717468,240.000000,23.430000,-32.795868,14.753198106308.000000
637.000000,22.032242,55.870056,258.000000,23.459999,-32.742737,14.753105118318.000000
636.000000,21.973495,56.027222,227.000000,23.490000,-32.728703,14.753080130328.000000
635.000000,21.957474,56.094360,252.000000,23.530001,-32.734718,14.753091142339.000000
633.000000,21.917419,56.178284,244.000000,23.570000,-32.717674,14.753061154349.000000
632.000000,21.914749,56.185913,240.000000,23.590000,-32.801884,14.753209166359.000000
629.000000,21.890717,56.152344,256.000000,23.600000,-32.668552,14.752975178369.000000
625.000000,21.888046,56.170654,233.000000,23.610001,-32.700630,14.753031190380.000000
625.000000,21.880035,56.132507,232.000000,23.610001,-32.636471,14.752918202390.000000
623.000000,21.861343,56.114197,249.000000,23.620001,-32.597374,14.752851214400.000000
